pokedex_number,generation,name,type1,type2,classification,abilities,percentage_male,capture_rate,base_egg_steps,base_happiness,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
452,4,Drapion,poison,dark,Ogre Scorp Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",50.0,45,5120,70,1.3,61.5,500,70,90,110,60,75,95,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
453,4,Croagunk,poison,fighting,Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",50.0,140,2560,100,0.7,23.0,300,48,61,40,61,40,50,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
454,4,Toxicroak,poison,fighting,Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",50.0,75,5120,70,1.3,44.4,490,83,106,65,86,65,85,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
455,4,Carnivine,grass,,Bug Catcher Pokémon,['Levitate'],50.0,200,6400,70,1.4,27.0,454,74,100,72,90,72,46,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
456,4,Finneon,water,,Wing Fish Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",50.0,190,5120,70,0.4,7.0,330,49,49,56,49,61,66,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,4,Lumineon,water,,Neon Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",50.0,75,5120,70,1.2,24.0,460,69,69,76,69,86,91,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
458,4,Mantyke,water,flying,Kite Pokémon,"['Swift Swim', 'Water Absorb', 'Water Veil']",50.0,25,6400,70,1.0,65.0,345,45,20,50,60,120,50,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
459,4,Snover,grass,ice,Frosted Tree Pokémon,"['Snow Warning', 'Soundproof']",50.0,120,5120,70,1.0,50.5,334,60,62,50,62,60,40,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
460,4,Abomasnow,grass,ice,Frosted Tree Pokémon,"['Snow Warning', 'Soundproof']",50.0,60,5120,70,2.2,135.5,594,90,132,105,132,105,30,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
461,4,Weavile,dark,ice,Sharp Claw Pokémon,"['Pressure', 'Pickpocket']",50.0,45,5120,35,1.1,34.0,510,70,120,65,45,85,125,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
462,4,Magnezone,electric,steel,Magnet Area Pokémon,"['Magnet Pull', 'Sturdy', 'Analytic']",,30,5120,70,1.2,180.0,535,70,70,115,130,90,60,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
463,4,Lickilicky,normal,,Licking Pokémon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",50.0,30,5120,70,1.7,140.0,515,110,85,95,80,95,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
464,4,Rhyperior,ground,rock,Drill Pokémon,"['Lightningrod', 'Solid Rock', 'Reckless']",50.0,30,5120,70,2.4,282.8,535,115,140,130,55,55,40,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
465,4,Tangrowth,grass,,Vine Pokémon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",50.0,30,5120,70,2.0,128.6,535,100,100,125,110,50,50,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
466,4,Electivire,electric,,Thunderbolt Pokémon,"['Motor Drive', 'Vital Spirit']",75.4,30,6400,70,1.8,138.6,540,75,123,67,95,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,4,Magmortar,fire,,Blast Pokémon,"['Flame Body', 'Vital Spirit']",75.4,30,6400,70,1.6,68.0,540,75,95,67,125,95,83,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
468,4,Togekiss,fairy,flying,Jubilee Pokémon,"['Hustle', 'Serene Grace', 'Super Luck']",88.1,30,2560,70,1.5,38.0,545,85,50,95,120,115,80,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
469,4,Yanmega,bug,flying,Ogre Darner Pokémon,"['Speed Boost', 'Tinted Lens', 'Frisk']",50.0,30,5120,70,1.9,51.5,515,86,76,86,116,56,95,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
470,4,Leafeon,grass,,Verdant Pokémon,"['Leaf Guard', 'Chlorophyll']",88.1,45,8960,35,1.0,25.5,525,65,110,130,60,65,95,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
471,4,Glaceon,ice,,Fresh Snow Pokémon,"['Snow Cloak', 'Ice Body']",88.1,45,8960,35,0.8,25.9,525,65,60,110,130,95,65,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
472,4,Gliscor,ground,flying,Fang Scorp Pokémon,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",50.0,30,5120,70,2.0,42.5,510,75,95,125,45,75,95,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
473,4,Mamoswine,ice,ground,Twin Tusk Pokémon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50.0,50,5120,70,2.5,291.0,530,110,130,80,70,60,80,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
474,4,Porygon-Z,normal,,Virtual Pokémon,"['Adaptability', 'Download', 'Analytic']",,30,5120,70,0.9,34.0,535,85,80,70,135,75,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,4,Gallade,psychic,fighting,Blade Pokémon,"['Steadfast', 'Justified']",100.0,45,5120,35,1.6,52.0,618,68,165,95,65,115,110,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
476,4,Probopass,rock,steel,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",50.0,60,5120,70,1.4,340.0,525,60,55,145,75,150,40,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
477,4,Dusknoir,ghost,,Gripper Pokémon,"['Pressure', 'Frisk']",50.0,45,6400,35,2.2,106.6,525,45,100,135,65,135,45,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
478,4,Froslass,ice,ghost,Snow Land Pokémon,"['Snow Cloak', 'Cursed Body']",0.0,75,5120,70,1.3,26.6,480,70,80,70,80,70,110,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
479,4,Rotom,electric,ghost,Plasma Pokémon,['Levitate'],,45,5120,70,0.3,0.3,520,50,65,107,105,107,86,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
480,4,Uxie,psychic,,Knowledge Pokémon,['Levitate'],,3,20480,140,0.3,0.3,580,75,75,130,75,130,95,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
481,4,Mesprit,psychic,,Emotion Pokémon,['Levitate'],,3,20480,140,0.3,0.3,580,80,105,105,105,105,80,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
482,4,Azelf,psychic,,Willpower Pokémon,['Levitate'],,3,20480,140,0.3,0.3,580,75,125,70,125,70,115,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
483,4,Dialga,steel,dragon,Temporal Pokémon,"['Pressure', 'Telepathy']",,3,30720,0,5.4,683.0,680,100,120,120,150,100,90,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
484,4,Palkia,water,dragon,Spatial Pokémon,"['Pressure', 'Telepathy']",,3,30720,0,4.2,336.0,680,90,120,100,150,120,100,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
485,4,Heatran,fire,steel,Lava Dome Pokémon,"['Flash Fire', 'Flame Body']",50.0,3,2560,100,1.7,430.0,600,91,90,106,130,106,77,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
486,4,Regigigas,normal,,Colossal Pokémon,['Slow Start'],,3,30720,0,3.7,420.0,670,110,160,110,80,110,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,4,Giratina,ghost,dragon,Renegade Pokémon,"['Pressure', 'Telepathy', 'Levitate']",,3,30720,0,4.5,750.0,680,150,120,100,120,100,90,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
488,4,Cresselia,psychic,,Lunar Pokémon,['Levitate'],0.0,3,30720,100,1.5,85.6,600,120,70,120,75,130,85,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
489,4,Phione,water,,Sea Drifter Pokémon,['Hydration'],,30,10240,70,0.4,3.1,480,80,80,80,80,80,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
490,4,Manaphy,water,,Seafaring Pokémon,['Hydration'],,3,2560,70,0.3,1.4,600,100,100,100,100,100,100,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
491,4,Darkrai,dark,,Pitch-Black Pokémon,['Bad Dreams'],,3,30720,0,1.5,50.5,600,70,90,90,135,90,125,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
492,4,Shaymin,grass,grass,Gratitude Pokémon,"['Natural Cure', 'Serene Grace']",,45,30720,100,0.2,2.1,600,100,103,75,120,75,127,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
493,4,Arceus,normal,,Alpha Pokémon,['Multitype'],,3,30720,0,3.2,320.0,720,120,120,120,120,120,120,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
494,5,Victini,psychic,fire,Victory Pokémon,['Victory Star'],,3,30720,100,0.4,4.0,600,100,100,100,100,100,100,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
495,5,Snivy,grass,,Grass Snake Pokémon,"['Overgrow', 'Contrary']",88.1,45,5120,70,0.6,8.1,308,45,45,55,45,55,63,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
496,5,Servine,grass,,Grass Snake Pokémon,"['Overgrow', 'Contrary']",88.1,45,5120,70,0.8,16.0,413,60,60,75,60,75,83,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
497,5,Serperior,grass,,Regal Pokémon,"['Overgrow', 'Contrary']",88.1,45,5120,70,3.3,63.0,528,75,75,95,75,95,113,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
498,5,Tepig,fire,,Fire Pig Pokémon,"['Blaze', 'Thick Fat']",88.1,45,5120,70,0.5,9.9,308,65,63,45,45,45,45,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
499,5,Pignite,fire,fighting,Fire Pig Pokémon,"['Blaze', 'Thick Fat']",88.1,45,5120,70,1.0,55.5,418,90,93,55,70,55,55,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
500,5,Emboar,fire,fighting,Mega Fire Pig Pokémon,"['Blaze', 'Reckless']",88.1,45,5120,70,1.6,150.0,528,110,123,65,100,65,65,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
501,5,Oshawott,water,,Sea Otter Pokémon,"['Torrent', 'Shell Armor']",88.1,45,5120,70,0.5,5.9,308,55,55,45,63,45,45,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
502,5,Dewott,water,,Discipline Pokémon,"['Torrent', 'Shell Armor']",88.1,45,5120,70,0.8,24.5,413,75,75,60,83,60,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
503,5,Samurott,water,,Formidable Pokémon,"['Torrent', 'Shell Armor']",88.1,45,5120,70,1.5,94.6,528,95,100,85,108,70,70,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
504,5,Patrat,normal,,Scout Pokémon,"['Run Away', 'Keen Eye', 'Analytic']",50.0,255,3840,70,0.5,11.6,255,45,55,39,35,39,42,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,5,Watchog,normal,,Lookout Pokémon,"['Illuminate', 'Keen Eye', 'Analytic']",50.0,255,5120,70,1.1,27.0,420,60,85,69,60,69,77,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,5,Lillipup,normal,,Puppy Pokémon,"['Vital Spirit', 'Pickup', 'Run Away']",50.0,255,3840,70,0.4,4.1,275,45,60,45,25,45,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
507,5,Herdier,normal,,Loyal Dog Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",50.0,120,3840,70,0.9,14.7,370,65,80,65,35,65,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,5,Stoutland,normal,,Big-Hearted Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",50.0,45,3840,70,1.2,61.0,500,85,110,90,45,90,80,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,5,Purrloin,dark,,Devious Pokémon,"['Limber', 'Unburden', 'Prankster']",50.0,255,5120,70,0.4,10.1,281,41,50,37,50,37,66,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
510,5,Liepard,dark,,Cruel Pokémon,"['Limber', 'Unburden', 'Prankster']",50.0,90,5120,70,1.1,37.5,446,64,88,50,88,50,106,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
511,5,Pansage,grass,,Grass Monkey Pokémon,"['Gluttony', 'Overgrow']",88.1,190,5120,70,0.6,10.5,316,50,53,48,53,48,64,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
512,5,Simisage,grass,,Thorn Monkey Pokémon,"['Gluttony', 'Overgrow']",88.1,75,5120,70,1.1,30.5,498,75,98,63,98,63,101,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
513,5,Pansear,fire,,High Temp Pokémon,"['Gluttony', 'Blaze']",88.1,190,5120,70,0.6,11.0,316,50,53,48,53,48,64,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
514,5,Simisear,fire,,Ember Pokémon,"['Gluttony', 'Blaze']",88.1,75,5120,70,1.0,28.0,498,75,98,63,98,63,101,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
515,5,Panpour,water,,Spray Pokémon,"['Gluttony', 'Torrent']",88.1,190,5120,70,0.6,13.5,316,50,53,48,53,48,64,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
516,5,Simipour,water,,Geyser Pokémon,"['Gluttony', 'Torrent']",88.1,75,5120,70,1.0,29.0,498,75,98,63,98,63,101,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
517,5,Munna,psychic,,Dream Eater Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",50.0,190,2560,70,0.6,23.3,292,76,25,45,67,55,24,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
518,5,Musharna,psychic,,Drowsing Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",50.0,75,2560,70,1.1,60.5,487,116,55,85,107,95,29,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
519,5,Pidove,normal,flying,Tiny Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",50.0,255,3840,70,0.3,2.1,264,50,55,50,36,30,43,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
520,5,Tranquill,normal,flying,Wild Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",50.0,120,3840,70,0.6,15.0,358,62,77,62,50,42,65,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
521,5,Unfezant,normal,flying,Proud Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",50.0,45,3840,70,1.2,29.0,488,80,115,80,65,55,93,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
522,5,Blitzle,electric,,Electrified Pokémon,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",50.0,190,5120,70,0.8,29.8,295,45,60,32,50,32,76,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,5,Zebstrika,electric,,Thunderbolt Pokémon,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",50.0,75,5120,70,1.6,79.5,497,75,100,63,80,63,116,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,5,Roggenrola,rock,,Mantle Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",50.0,255,3840,70,0.4,18.0,280,55,75,85,25,25,15,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
525,5,Boldore,rock,,Ore Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",50.0,120,3840,70,0.9,102.0,390,70,105,105,50,40,20,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
526,5,Gigalith,rock,,Compressed Pokémon,"['Sturdy', 'Sand Stream', 'Sand Force']",50.0,45,3840,70,1.7,260.0,515,85,135,130,60,80,25,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
527,5,Woobat,psychic,flying,Bat Pokémon,"['Unaware', 'Klutz', 'Simple']",50.0,190,3840,70,0.4,2.1,323,65,45,43,55,43,72,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
528,5,Swoobat,psychic,flying,Courting Pokémon,"['Unaware', 'Klutz', 'Simple']",50.0,45,3840,70,0.9,10.5,425,67,57,55,77,55,114,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
529,5,Drilbur,ground,,Mole Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",50.0,120,5120,70,0.3,8.5,328,60,85,40,30,45,68,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
530,5,Excadrill,ground,steel,Subterrene Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",50.0,60,5120,70,0.7,40.4,508,110,135,60,50,65,88,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
531,5,Audino,normal,,Hearing Pokémon,"['Healer', 'Regenerator', 'Klutz']",50.0,255,5120,70,1.1,31.0,545,103,60,126,80,126,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
532,5,Timburr,fighting,,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",75.4,180,5120,70,0.6,12.5,305,75,80,55,25,35,35,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
533,5,Gurdurr,fighting,,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",75.4,90,5120,70,1.2,40.0,405,85,105,85,40,50,40,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
534,5,Conkeldurr,fighting,,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",75.4,45,5120,70,1.4,87.0,505,105,140,95,55,65,45,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
535,5,Tympole,water,,Tadpole Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",50.0,255,5120,70,0.5,4.5,294,50,50,40,50,40,64,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
536,5,Palpitoad,water,ground,Vibration Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",50.0,120,5120,70,0.8,17.0,384,75,65,55,65,55,69,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
537,5,Seismitoad,water,ground,Vibration Pokémon,"['Swift Swim', 'Poison Touch', 'Water Absorb']",50.0,45,5120,70,1.5,62.0,509,105,95,75,85,75,74,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
538,5,Throh,fighting,,Judo Pokémon,"['Guts', 'Inner Focus', 'Mold Breaker']",100.0,45,5120,70,1.3,55.5,465,120,100,85,30,85,45,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
539,5,Sawk,fighting,,Karate Pokémon,"['Sturdy', 'Inner Focus', 'Mold Breaker']",100.0,45,5120,70,1.4,51.0,465,75,125,75,30,75,85,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
540,5,Sewaddle,bug,grass,Sewing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",50.0,255,3840,70,0.3,2.5,310,45,53,70,40,60,42,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
541,5,Swadloon,bug,grass,Leaf-Wrapped Pokémon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",50.0,120,3840,70,0.5,7.3,380,55,63,90,50,80,42,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
542,5,Leavanny,bug,grass,Nurturing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",50.0,45,3840,70,1.2,20.5,500,75,103,80,70,80,92,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
